6	CLB	LSTM	197589000.0	545625000.0	137929000.0	683554000.0	60.1331
6	DSP	LSTM	336544000.0	365772000.0	92710900.0	458482900.0	70.8195
6	PIM	LSTM	34822200.0	111749000.0	29366000.0	141115000.0	78.4977
6	AREA	LSTM	197589000.0	545625000.0	137929000.0	683554000.0	60.1331
6	OP	LSTM	34822200.0	111749000.0	29366000.0	141115000.0	78.4977
8	CLB	LSTM	292936000.0	846841000.0	212479000.0	1059320000.0	53.3403
8	DSP	LSTM	336544000.0	365772000.0	92710900.0	458482900.0	70.8195
8	PIM	LSTM	97151500.0	365772000.0	92710900.0	458482900.0	78.4977
8	AREA	LSTM	239786000.0	289654000.0	73480000.0	363134000.0	73.4117
8	OP	LSTM	97151500.0	365772000.0	92710900.0	458482900.0	78.4977
6	CLB	LeNet5	0	0	0	0	0
6	DSP	LeNet5	14776300000.0	28586000000.0	6646950000.0	35232950000.0	42.8529
6	PIM	LeNet5	2394510000.0	6561200000.0	1624490000.0	8185690000.0	74.0905
6	AREA	LeNet5	4744350000.0	5130380000.0	1278000000.0	6408380000.0	42.3159
6	OP	LeNet5	4449500000.0	5504430000.0	1374190000.0	6878620000.0	49.6714
8	CLB	LeNet5	0	0	0	0	0
8	DSP	LeNet5	0	0	0	0	0
8	PIM	LeNet5	7228390000.0	26142100000.0	6270600000.0	32412700000.0	42.5422
8	AREA	LeNet5	11468200000.0	11750900000.0	2794770000.0	14545670000.0	38.7412
8	OP	LeNet5	11437200000.0	11542600000.0	2741650000.0	14284250000.0	36.6121
6	CLB	Attention	53689200.0	115486000.0	30608900.0	146094900.0	72.5683
6	DSP	Attention	84455600.0	131165000.0	34041300.0	165206300.0	114.98
6	PIM	Attention	18474400.0	29768800.0	8336280.0	38105080.0	78.4977
6	AREA	Attention	18474400.0	29768800.0	8336280.0	38105080.0	78.4977
6	OP	Attention	18474400.0	29768800.0	8336280.0	38105080.0	78.4977
8	CLB	Attention	68110600.0	154337000.0	40667700.0	195004700.0	64.5178
8	DSP	Attention	84455600.0	131165000.0	34041300.0	165206300.0	114.98
8	PIM	Attention	29863400.0	67081500.0	18213500.0	85295000.0	78.4977
8	AREA	Attention	29863400.0	67081500.0	18213500.0	85295000.0	78.4977
8	OP	Attention	29863400.0	67081500.0	18213500.0	85295000.0	78.4977
6	CLB	CNN48_55	239360000.0	763719000.0	191761000.0	955480000.0	42.0307
6	DSP	CNN48_55	369299000.0	654047000.0	163360000.0	817407000.0	57.1348
6	PIM	CNN48_55	70125100.0	163511000.0	41678000.0	205189000.0	78.4977
6	AREA	CNN48_55	125477000.0	145873000.0	37889400.0	183762400.0	55.8231
6	OP	CNN48_55	82667500.0	145873000.0	37889400.0	183762400.0	71.138
8	CLB	CNN48_55	333871000.0	1072560000.0	266935000.0	1339495000.0	40.9872
8	DSP	CNN48_55	370194000.0	654047000.0	163360000.0	817407000.0	58.6303
8	PIM	CNN48_55	186746000.0	618237000.0	155770000.0	774007000.0	64.5953
8	AREA	CNN48_55	283522000.0	307572000.0	79349200.0	386921200.0	48.265
8	OP	CNN48_55	266913000.0	339188000.0	87021500.0	426209500.0	63.298
6	CLB	CNN48_33	88957700.0	278868000.0	71954100.0	350822100.0	47.6264
6	DSP	CNN48_33	137340000.0	235457000.0	59622800.0	295079800.0	62.6357
6	PIM	CNN48_33	53996600.0	163511000.0	41678000.0	205189000.0	78.4977
6	AREA	CNN48_33	106364000.0	131165000.0	34041300.0	165206300.0	48.4468
6	OP	CNN48_33	59205600.0	145873000.0	37889400.0	183762400.0	72.0247
8	CLB	CNN48_33	124591000.0	398539000.0	101082000.0	499621000.0	44.4372
8	DSP	CNN48_33	137340000.0	235457000.0	59622800.0	295079800.0	62.6357
8	PIM	CNN48_33	170115000.0	618237000.0	155770000.0	774007000.0	66.7497
8	AREA	CNN48_33	139927000.0	145873000.0	37889400.0	183762400.0	48.4657
8	OP	CNN48_33	143504000.0	196285000.0	50392500.0	246677500.0	65.1417
6	CLB	CNN48_M	156904000.0	507192000.0	128116000.0	635308000.0	47.1501
6	DSP	CNN48_M	245924000.0	453576000.0	113991000.0	567567000.0	61.5841
6	PIM	CNN48_M	70850600.0	163511000.0	41678000.0	205189000.0	78.4977
6	AREA	CNN48_M	112147000.0	166888000.0	43225000.0	210113000.0	53.1942
6	OP	CNN48_M	115235000.0	125412000.0	32896100.0	158308100.0	65.6217
8	CLB	CNN48_M	237519000.0	763719000.0	191761000.0	955480000.0	42.7209
8	DSP	CNN48_M	251198000.0	453576000.0	113991000.0	567567000.0	59.6471
8	PIM	CNN48_M	186773000.0	618237000.0	155770000.0	774007000.0	69.0871
8	AREA	CNN48_M	201149000.0	239503000.0	61464400.0	300967400.0	46.7724
8	OP	CNN48_M	173772000.0	295576000.0	75437900.0	371013900.0	66.036
